puma_geoid,tract_geoid
79500US0607317,14000US06073002803
79500US0607317,14000US06073002804
79500US0607317,14000US06073003001
79500US0607317,14000US06073014805
79500US0607317,14000US06073009604
79500US0607317,14000US06073009603
79500US0607317,14000US06073009705
79500US0607317,14000US06073009304
79500US0607317,14000US06073002703
79500US0607317,14000US06073002711
79500US0607317,14000US06073014806
79500US0607317,14000US06073004200
79500US0607317,14000US06073002904
79500US0607317,14000US06073002502
79500US0607317,14000US06073002712
79500US0607301,14000US06073990100
79500US0607301,14000US06073018504
79500US0607301,14000US06073019302
79500US0607301,14000US06073018608
79500US0607301,14000US06073019001
79500US0607301,14000US06073018601
79500US0607301,14000US06073018518
79500US0607301,14000US06073018517
79500US0607301,14000US06073018519
79500US0607301,14000US06073018609
79500US0607301,14000US06073018610
79500US0607301,14000US06073018603
79500US0607301,14000US06073019405
79500US0607301,14000US06073019404
79500US0607301,14000US06073019805
79500US0607301,14000US06073019207
79500US0607301,14000US06073018803
79500US0607301,14000US06073018513
79500US0607301,14000US06073018700
79500US0607301,14000US06073019701
79500US0607301,14000US06073018801
79500US0607301,14000US06073019303
79500US0607301,14000US06073018507
79500US0607301,14000US06073018611
79500US0607301,14000US06073018904
79500US0607301,14000US06073018511
79500US0607301,14000US06073018802
79500US0607301,14000US06073018903
79500US0607301,14000US06073018905
79500US0607301,14000US06073018906
79500US0607301,14000US06073019301
79500US0607301,14000US06073019403
79500US0607301,14000US06073018516
79500US0607301,14000US06073018514
79500US0607301,14000US06073018612
79500US0607301,14000US06073017900
79500US0607301,14000US06073018000
79500US0607301,14000US06073018300
79500US0607301,14000US06073018100
79500US0607301,14000US06073018200
79500US0607301,14000US06073018400
79500US0607301,14000US06073018509
79500US0607301,14000US06073018512
79500US0607301,14000US06073018515
79500US0607301,14000US06073018510
79500US0607301,14000US06073019803
79500US0607301,14000US06073018613
79500US0607301,14000US06073017801
79500US0607301,14000US06073018614
79500US0607305,14000US06073020027
79500US0607305,14000US06073020026
79500US0607305,14000US06073017110
79500US0607305,14000US06073020028
79500US0607305,14000US06073020029
79500US0607305,14000US06073020309
79500US0607305,14000US06073019903
79500US0607305,14000US06073020017
79500US0607305,14000US06073020500
79500US0607305,14000US06073020307
79500US0607305,14000US06073020306
79500US0607305,14000US06073020023
79500US0607305,14000US06073020013
79500US0607305,14000US06073020025
79500US0607305,14000US06073020021
79500US0607305,14000US06073020024
79500US0607305,14000US06073020103
79500US0607305,14000US06073020108
79500US0607305,14000US06073020015
79500US0607305,14000US06073019208
79500US0607305,14000US06073020305
79500US0607305,14000US06073020105
79500US0607305,14000US06073020019
79500US0607305,14000US06073019105
79500US0607305,14000US06073019902
79500US0607305,14000US06073019904
79500US0607305,14000US06073019905
79500US0607305,14000US06073020401
79500US0607305,14000US06073020404
79500US0607305,14000US06073019806
79500US0607305,14000US06073020020
79500US0607305,14000US06073020022
79500US0607305,14000US06073020014
79500US0607305,14000US06073020304
79500US0607305,14000US06073020018
79500US0607305,14000US06073020308
79500US0607305,14000US06073020214
79500US0607306,14000US06073017110
79500US0607306,14000US06073020801
79500US0607306,14000US06073020500
79500US0607306,14000US06073020706
79500US0607306,14000US06073020307
79500US0607306,14000US06073020903
79500US0607306,14000US06073019107
79500US0607306,14000US06073020708
79500US0607306,14000US06073020405
79500US0607306,14000US06073017019
79500US0607306,14000US06073020106
79500US0607306,14000US06073020103
79500US0607306,14000US06073020108
79500US0607306,14000US06073020109
79500US0607306,14000US06073020207
79500US0607306,14000US06073020206
79500US0607306,14000US06073020202
79500US0607306,14000US06073017015
79500US0607306,14000US06073019208
79500US0607306,14000US06073020807
79500US0607306,14000US06073020305
79500US0607306,14000US06073020710
79500US0607306,14000US06073019106
79500US0607306,14000US06073020105
79500US0607306,14000US06073019105
79500US0607306,14000US06073020107
79500US0607306,14000US06073020401
79500US0607306,14000US06073020404
79500US0607306,14000US06073020705
79500US0607306,14000US06073020709
79500US0607306,14000US06073017020
79500US0607306,14000US06073017030
79500US0607306,14000US06073020208
79500US0607306,14000US06073020209
79500US0607306,14000US06073020210
79500US0607306,14000US06073020211
79500US0607306,14000US06073020601
79500US0607306,14000US06073020602
79500US0607306,14000US06073020707
79500US0607306,14000US06073020403
79500US0607306,14000US06073020304
79500US0607306,14000US06073020308
79500US0607306,14000US06073020213
79500US0607306,14000US06073020214
79500US0607303,14000US06073019809
79500US0607303,14000US06073019903
79500US0607303,14000US06073020017
79500US0607303,14000US06073019302
79500US0607303,14000US06073018519
79500US0607303,14000US06073019405
79500US0607303,14000US06073019404
79500US0607303,14000US06073019406
79500US0607303,14000US06073019206
79500US0607303,14000US06073019501
79500US0607303,14000US06073019502
79500US0607303,14000US06073019805
79500US0607303,14000US06073019207
79500US0607303,14000US06073019205
79500US0607303,14000US06073018803
79500US0607303,14000US06073019602
79500US0607303,14000US06073019203
79500US0607303,14000US06073018513
79500US0607303,14000US06073019701
79500US0607303,14000US06073020103
79500US0607303,14000US06073019702
79500US0607303,14000US06073019601
79500US0607303,14000US06073019303
79500US0607303,14000US06073019208
79500US0607303,14000US06073019103
79500US0607303,14000US06073019105
79500US0607303,14000US06073019301
79500US0607303,14000US06073019403
79500US0607303,14000US06073019902
79500US0607303,14000US06073019904
79500US0607303,14000US06073019905
79500US0607303,14000US06073018516
79500US0607303,14000US06073018514
79500US0607303,14000US06073018612
79500US0607303,14000US06073019503
79500US0607303,14000US06073019806
79500US0607303,14000US06073020020
79500US0607303,14000US06073020304
79500US0607303,14000US06073020018
79500US0607303,14000US06073019808
